DisplayName,UserId,Id,Score,Text
Esailija,995876,26847704,1,"@BenjaminGruenbaum I refer to practice with the slide. Still nothing to do with synchronous xhr, since you would just as likely not call abort in readyState DONE as you would when using sync xhr. The IE bugs are old and not specific to synchronous."
Esailija,995876,26933301,1,@sabithpocker yes ember has already even fixed it... should have made an issue of it since they seem to care about it
Vincent van der Weele,2095090,26649206,1,"I didn't even need to read the code to realize it was the good old `==` vs. `equals`. Wish the process could be automated, something like `if (rep == 1 && tags.contains(""java"")) ask(""Did you compare strings with ==?"");`"
Esailija,995876,26993079,1,"*You can easily cause this using setTimeout to delete the request object after the request has been made but before it returns.* This is the same mistake as in other answer, if you make a timeout, the timeout will not be handled until after the sync request has already been resolved. The spec is written in a way that if your request is synchronous, then everything is frozen when the object is in the immune-to-GC state."
Kayaman,2541560,26831306,1,And where does the NullPointer occur? Show the stacktrace (and mark the line).
Esailija,995876,27139853,1,"It is actually impossible, well `window.stop` but that's not exactly ideal. Removing the src attribute has no effect as some people mistakenly believe."
Esailija,995876,27185364,1,Well what is the difference between `var a = new Animal(type)` vs `var a = CreateAnimal(type)` ? Both are just as convenient and put property assignments where they belong. However the code is still a bit ugly on the declaration site where you must explicitly create and return an object - when using normal constructors the creation and return statement are implicit -> that's why you only type `this.type = xxx` inside normal constructor but need the return statement and object.create inside the factory.
João Nunes,1393275,26652581,1,good one.This is correct! the previous answer is wrong.
Vincent van der Weele,2095090,26455054,1,"@downvoter care to explain? OP asks why only 2 and 3 are printed. Well, exactly for this reason."
Vincent van der Weele,2095090,26461168,1,"I would expect that it uses some assembly language (at least my TI did years ago), or some ugly variant of Basic. Both are not pretty nice to work with."
Vincent van der Weele,2095090,26506276,1,"@photosynthesis I started too, but it is not trivial. I'll try to update the answer if I have a correct explanation."
Vincent van der Weele,2095090,26509073,1,@photosynthesis added the math :)
Vincent van der Weele,2095090,26503015,1,"I'm quite sure this is not the original code (since it has a parsing problem with your closing brackets), so how do we know you didn't make an other mistake indeed?"
Vincent van der Weele,2095090,26521225,1,"@Rohit oops, missed that line :) just saw it one second before your comment"
Esailija,995876,26499543,1,"The concatenation operator is `+`, not `.`"
Esailija,995876,26873314,1,"@sabithpocker 1000 for lifetime of the application is not that much even if they take 0.5kb each. This stuff does matter though when you create something like e.g. 60000 objects every second (a particle explosion effect in a game for instance, the more objects, the cooler it will look :P). Yes, if a blank ember object gets GCd, you get back 524 bytes."
Esailija,995876,27024898,1,"Still, if you are only saying objects will be moved into old space because of this, then it is not a leak. In Chrome before november 2012, dom objects were like this: [*All (non-independent) DOM objects are promoted to the old space and then reclaimed by the major GC.*](https://docs.google.com/document/d/1OMG0fXB3DDvBaQ2YgxWLzzKjn9nWp8y_oTdQqFkBWhw/edit?pli=1)"
Esailija,995876,26396021,1,"@MattiMehtonen but that's not a fair test since you can easily move the constructor out of run-time code by making it statically and using prototype from `document.createEvent(""MouseEvents"")`. Example http://jsfiddle.net/mtjhm/"
Esailija,995876,26412880,1,Both SpiderMonkey (Firefox) and V8 (Chrome) also provide the extension `Math.imul` because even `((x|0)*(y|0))|0)` is not enough to provide integer semantics. The fact that integers are used is leaking pretty hard.
Luís Ramalho,848250,26378374,1,"Try `.order(""users.created_at DESC"")`"
Esailija,995876,26364087,1,What is your question? Are you not sure about the syntax?
Esailija,995876,26399502,1,@webnesto there's never any performance from syntax when the semantics of the syntax are the same. One will not execute code right away but first parse it and do semantic analysis - this is where both of the declaration styles are equalized.
Martaver,535930,26759369,1,"Thanks for the link :) From the article, Web API defaults to reading a simple type from the URI, or a complex type from the body (or both at the same time). You can force Web API to read a simple type from the body, instead of the URI with [FromBody], but the request stream is only read once, and the reader can't go back to read other simple parameters.  Seems like an implementation issue, more than anything.

Ended up making a Model and ModelBinder for my values!"
Ilmari Karonen,411022,26608317,1,"Yeah, `killall perl` ought to do it."
Esailija,995876,26474625,1,"Btw, the promise equivalent of `complete` is `.always()`"
Ilmari Karonen,411022,27138307,1,"@Joe: This question isn't really a very good fit for crypto.SE, although admittedly the way it's asked here makes it a bit hard to tell: ""How do cryptographic PRNGs work?"" would be a good question for crypto.SE (except maybe a bit too broad); ""How does the OpenSSL PRNG work?"" would be marginally on topic, while ""How do I use the OpenSSL PRNG?"" would be off topic for crypto. This question as asked here looks sort of like the second type, but [the real question](http://crypto.stackexchange.com/q/9983) behind it is closer to the last one."
Esailija,995876,26459115,1,"Saying there isn't noticeable performance difference implies that there is a difference. If there is a difference that is only because the register allocation heuristics are tickled in a particular way which is something that you cannot control reliably anyway. What I am saying is that even if one needed micro perf, it would be a waste of time to move variable declarations around. It would be even more waste of time to run benchmarks on those changes."
Esailija,995876,26453545,1,@Spokey you might as well had thrown a coin... that benchmark is completely irrelevant to everything here. First because JSPerf only tests runtime performance and second your tests use extremely slow `.html` operation which will shadow any other operation.
Esailija,995876,26330227,1,look at the `view-source:` of the page and see what code is generated
Teemu Leisti,351716,27134654,1,@botbot: now fixed.
Ilmari Karonen,411022,26403084,1,"Alternatively, `preg_replace('/(^|\.)0/', '$1', $date)` or even `preg_replace('/\b0/', '', $date)` avoids the need for look-behind."
Ilmari Karonen,411022,26403184,1,"No problem. Also, if you need to remove more than one leading zero, just stick a `+` after the `0`. You could even use `preg_replace('/\b0+\B/', '', $date)` to strip all leading zeros from all numbers, except for the last zero in `0000`."
Esailija,995876,26456207,1,LOL I don't know C++ at all so I had to take the OP's word for it... lmao
Esailija,995876,26291256,1,"`()` is operator to call whatever is on the left as function. Try `null()`. Get it? `+` is operator to sum whatever is on the left and right, but then, what is `5 + 5 + 5`. Well, `( 5 + 5 ) + 5`. In the same way `whatever()()` is `( whatever() ) ()` e.g. call `whatever`  as function, and then call the result of that as a function..."
Esailija,995876,26325263,1,@RakeshJuyal well it can be made a lot shorter by removing whitespace and merging the events but that  doesn't mean it will be more readable or better :P
zvona,212878,27212785,1,"You would get all of the elements in nodeList with: document.querySelectorAll(""#myId""); . But like n+1 comments - you're supposed to use classes instead of ids."
Esailija,995876,26304008,1,@Stilltorik no because both are native.. Host objects are objects provided by the Javascript host. Like a browser provides document.getElementById and so on but it would be impossible to have that in the language itself since language should  not be tied to browser.
Esailija,995876,26307606,1,"*I've never seen an actual interpreter which doesn't execute this code properly.* That's what people said about ordered props for a decade, then V8 came and exploited the fact in the spec that props don't have to be ordered to gain performance boosts. Then other browsers of course followed and there was [a huge amount of people asking for ordered properties again](https://code.google.com/p/v8/issues/detail?id=164). Those developers were thinking like you: ""since it works this way in everything I tried, it must be this way"". But actually it is just a coincidence and history could repeat itself."
Esailija,995876,26447585,1,http://en.wikipedia.org/wiki/Law_of_Demeter
Esailija,995876,26308014,1,In this particular case though it seems that it will be specified in ES6... just saying though that if that wasn't the case then this attitude can be harmful :p
Esailija,995876,26398057,1,"@MattiMehtonen You kept accumulating eventlisteners on the dom without clearing them up in-between. You could consider that test2 started with 100000 eventlisteners already added in the dom, thus adding new ones kept getting slower and slower. Test1 started with 0 so it was fastest."
Esailija,995876,26398134,1,@MattiMehtonen here's proper jsperf test case http://jsperf.com/event-object/3. I should add the lazy one there (the one in jsfiddle) because it will surely be the fastest
Esailija,995876,26395939,1,Or it could not set anything at all D
Esailija,995876,26351813,1,"Even in static language you can have dynamic dependencies, and eval in this sense is just as bad as reflection. `what functions does a code call`, sounds to me like `does this code call function x`, which sounds like `does this program ever halt` ;P ?"
alcedine,1492838,26627799,1,Should `json_response = response.json()` be `json_response = response.json`? Your error string implies that you're trying to call a dictionary as if it was a function.
Esailija,995876,26397363,1,@T.J.Crowder ...per day
Esailija,995876,26378086,1,"The inheritance of read-only is per spec, you need to use `defineProperty` if you want to ignore possible getters, setters and read-only for same named property in the prototype."
Vilsepi,1571302,26413546,1,"I am unable to try this right now, but I believe that you are supposed to create a key structure Software\Policies\Chromium\VideoCaptureAllowedUrls and inside that ""folder"", you create a new string value with the name ""1"" and value ""http://domain.to.allow.com""."
Esailija,995876,26471871,1,"The method is `.attr( ""checked"", ""checked"" )` but it's not what you want anyway, because the attribute `""checked""` refers to `.defaultChecked` property and you want to change `.checked`. Changing `.defaultChecked` property or `""checked""` attribute will only have effect if the user has not touched the checkbox yet."
Esailija,995876,26406374,1,"@vsync first result on google for ""signed cookie"" `req.signedCookies['name']`"
Esailija,995876,26455497,1,"Also, one cannot observe that this is not true for primitives as well because you cannot attach or modify properties of primitives in the first place."
Esailija,995876,26406273,1,@MuhammadUmer let me try to explain it in my answer
Timo Westkämper,252552,26328610,0,"Looks nice, but you can use :TABLE_NAME as the first argument of the first map call"
Timo Westkämper,252552,26495793,0,"Then file a bug http://wiki.eclipse.org/EclipseLink/Bugs Though this might also be something that isn't covered in the JPA specs, and EclipseLink is just stricter"
Ilmari Karonen,411022,26533895,0,See edit above.
Timo Westkämper,252552,26302477,0,Please provide the stacktrace. SQLQuery and JPASQLQuery should work. JPAQuery is for JPA queries (ORM queries).
Jawa,50939,26578400,0,"Note that link-only answers are discouraged. Please consider adding a synopsis of the referenced article to your answer, keeping the link as a reference."
Jawa,50939,26747690,0,"Notepad++, latest version of Chrome?"
Jonik,56285,27176895,0,"Hmm, interesting. I think it's true that [""the `volatile` keyword in Java is poorly documented, poorly understood, and rarely used""](http://www.javamex.com/tutorials/synchronization_volatile.shtml).
Anyway, [looks like](http://stackoverflow.com/a/7943472/56285) `volatile` is not completely equivalent to making the accessors to the field `synchronized`."
Ilmari Karonen,411022,26852434,0,"You might want to try setting [`$wgNonincludableNamespaces`](http://www.mediawiki.org/wiki/Manual:$wgNonincludableNamespaces), although I'm not sure if [LST](http://www.mediawiki.org/wiki/Labeled_Section_Transclusion) respects it or not. If not, that's arguably a bug in the extension."
Ilmari Karonen,411022,26779558,0,"This question asks about general security (and/or user interface design) practices rather than about a specific programming problem, and is therefore off-topic for Stack Overflow. You should ask it at the [IT Security Stack Exchange](http://security.stackexchange.com) (or possibly [User Experience Stack Exchange](http://ux.stackexchange.com)) instead."
Jonik,56285,26659585,0,Same as http://stackoverflow.com/questions/275944/how-do-i-count-the-number-of-occurrences-of-a-char-in-a-string
Jonik,56285,27102991,0,"(Well, ended up using   `date_default_timezone_set(ServerConfig::DEFAULT_TIMEZONE)` to set approriate timezone, so now this solution works for me too. +1.)"
Timo Westkämper,252552,26808053,0,"You need to give it an alias to be able to refer to it: leftJoin(property, alias).fetch()"
Ilmari Karonen,411022,26729251,0,"Ps. If you need to store such values on the client side (e.g. in cookies), include a [MAC](http://en.wikipedia.org/wiki/Message_authentication_code) with them to protect them from tampering. Don't forget to include the username in the MAC input."
Jonik,56285,26690733,0,"@Rajesh: Yes, I do. And more specifically `/opt/android-sdk-macosx/extras/android/support/v7/appcompat/` seems to be installed just fine."
Jonik,56285,27102507,0,"How to do the same thing, but specifiying the timezone (not using server default)?"
Ilmari Karonen,411022,26729205,0,"If you want to be able to invalidate _all_ sessions (or all but one session) for a given user, which I agree is a useful feature, one way to do that would be to store a ""last logged in"" timestamp in the session and a ""last logged _out_"" timestamp in the user database. Then just check on each request that the timestamp in the session is later than the one in the database. To force the user to log out, just update the timestamp in the database (and optionally the one in any sessions you want to keep)."
Timo Westkämper,252552,26302523,0,Also provide the query source code.
Timo Westkämper,252552,26489984,0,This looks like a EclipseLink bug.
Timo Westkämper,252552,27206321,0,Some others have encountered this error when the classpath dependencies are not consistent. Do you have a working build without the APT generation?
hungneox,237107,26940958,0,thank you so much :D
Jonik,56285,26691715,0,"Yeah, [according to Android SDK Manager](http://i.stack.imgur.com/adUuX.png) I do have Android Support Library, rev 18 installed."
Ilmari Karonen,411022,26594996,0,"What platform and compiler did you observe this on?  I tried to [reproduce it on ideone](http://ideone.com/ENTban), but apparently their implementation of `pow()` returns exact results for positive integer powers of 10."
Timo Westkämper,252552,26418643,0,"Querydsl doesn't support Solr, but you could ask in the Querydsl Google Group if other users have similar needs, then the development of Querydsl Solr could be considered https://groups.google.com/forum/#!forum/querydsl"
Timo Westkämper,252552,26319881,0,"From-less queries are now allowed also on the JPA side, they work already for SQLQuery https://github.com/mysema/querydsl/issues/467"
Jonik,56285,26718454,0,"Ah, indeed. I got it working with `android.library.reference.1=../../../../../../../opt/android-sdk-macosx/extras/android/support/v7/appcompat`
This also works in `local.properties`, which I think is a better place since the same path won't work for all developers."
Ilmari Karonen,411022,26728609,0,"Your question might be better suited for our sister site, http://security.stackexchange.com/, as it's more about general web application security practices than about a specific programming problem. However, FWIW, I've provided my answer below."
Ilmari Karonen,411022,26691437,0,"@user2604484: That's still only three transclusions. Three is hardly ""numerous"". Now, what _could_ affect loading speed is if you had, say, a page like `{{A|1}} {{A|2}} {{A|3}}` and so on up to, say `{{A|100}}`, and then Template:A contained `{{B|1}} {{B|2}} {{B|3}}` and so on (and maybe Template:B contained `{{C|1}} {{C|2}} {{C|3}}` etc.). In that case, MediaWiki would have to parse Template:A 100 times, template B 100 * 100 = 10000 times, etc."
robguinness,896660,26646974,0,"Ok, thanks. Does anyone care to add to this answer some example code using posix libs or standard C library that would help someone like me to get started? Also, I'd be very interested to hear from someone with experience doing something similar on Android (although Android is based on Linux, there can sometimes be difficulties porting Linux libraries to Android)...."
lari,811830,26450997,0,"Thanks for a really detailed answer! This helped me solve my problem, which, however, was a bit different from the original question."
Kayaman,2541560,26505074,0,@jacen.garriss Because this is an extremely simple question. Did you even read the javadoc for SimpleDateFormat?
Kayaman,2541560,26507293,0,"@jacen.garriss If you never understand the javadoc, how will you ever become a programmer? And there are people with real problems who would deserve help, not lazy people who can't be bothered to use their own brains."
Ilmari Karonen,411022,26311769,0,[A short self-contained correct example](http://sscce.org) program demonstrating the problem would be nice.
Kayaman,2541560,26507765,0,"No. It means that other threads can't access other synchronized methods. Non-synchronized methods can be accessed, since they're not being guarded by an object monitor."
Kayaman,2541560,26502656,0,Is your Class a CDI bean?
miq,403053,26365508,0,"I'm actually using the ResourceBundle and all the missing entries end up in a log file. BUT. It only works run-time. I would have to do everything possible in the software and trigger all possible errors, which is a no-go."
Kayaman,2541560,26503433,0,"@arshajii Fair enough, let's call it ""constant sized list""."
Kayaman,2541560,26503764,0,"Do you have multiple JREs installed? It really is that simple to install the JCE, so make sure to double check all ""simple"" mistakes first."
Mridang Agarwalla,304151,26900507,0,http://developer.android.com/reference/com/google/android/gms/gcm/GoogleCloudMessaging.html
Kayaman,2541560,26464912,0,"And did you notice that you have ""TABLE"" in the first code and ""TABLES"" in the second one?"
Kayaman,2541560,26734291,0,"I've yet to see a valid reason for jar file obfuscation in my 15 years of Java programming. If the code is bad (as it often is), nobody will want it. If the code is good, obfuscation won't help."
Mridang Agarwalla,304151,26872883,0,Doesn't the code that you posted apply to the older GCM library and not in the new `GoogleCloudMessaging` library?
Kayaman,2541560,26766818,0,"I wouldn't call this ugly. It certainly has a lot of braces and it looks a bit repetitive, but at least it's clear what it does. Often I see people so afraid of a bit of repetition in their code, that they start to write really convoluted solutions that aren't easy on the eyes at all. Sometimes it's best to write code the ""dumb way""."
Mridang Agarwalla,304151,26797639,0,"@SunilMishra, I checked my code and there aren't any calls to the `unregister` method. Although I agree that `register` method should only be invoked once, shouldn't the method's functionality be compliant with the documentation? Thanks."
Kayaman,2541560,26774652,0,Is this the actual real code your compiling and running?
Kayaman,2541560,26778484,0,"This is in the Javabean specification, so I would use it even if it wasn't needed, since other libraries besides Hibernate would expect it to be according to standards."
Kayaman,2541560,26779509,0,"Yeah, go through the preferences, there's a place where you can write your own autocomplete stuff."
Kayaman,2541560,26467236,0,"It wasn't exactly clear, but I've had years of experience deciphering questions on the Sun/Oracle forums."
Kayaman,2541560,26343264,0,"@AbdulGamoranao Yes, like Stephen C suggested, initialize them all at once. As in for(int i = 0;i < p1.length;i++) p1[i] = new slumbook_gamoranao();"
lari,811830,26460896,0,"Renato: Give the segue a name and call `[self performSegueWithIdentifier:@""yourSegueName"" sender:self];` in the button's target action."
colymba,1979553,26357923,0,Can you post the full code for DebatePage.php and Panelist.php either here or better as a Gist. Might be able to test and help better?
robguinness,896660,26325474,0,Is anyone aware of any public information regarding the types of algorithms used to implement ActivityRecognitionClient and related services?
robguinness,896660,26339363,0,Can you direct me to a particular presentation? It's not obvious to me which one would discuss Activity Recognition...
robguinness,896660,26493347,0,I'll give it a try and let SO know how these look!
auramo,4110,26781308,0,Now there's a new version which works further: https://github.com/dropbox/dropbox-js/issues/106#issuecomment-22726393
axon,960174,27085573,0,"It definitely still exists: http://www.boostpro.com/download/
Perhaps it's not being continued??? I see no obvious signs that anything has changed (it looks like it's still as active as ever)."
colymba,1979553,26338919,0,"Editing ManyMany fields via a GridField was introduced in SS 3.1 beta 1, so if you are on 3.0, you can not use it. You can either look at the commit and port it to 3.0 (https://github.com/silverstripe/silverstripe-framework/commit/c8136f5d4c8a37a4da274cd1c93907c0a2af86a) or upgrade to 3.1 which is probably a good idea and doesn't take much.

the `$config` var is part of creating the GridField, it was a very short snippet so didn't have all the parts before, I've edited the answer above with the whole code for the GridField and added a link to the doc."
colymba,1979553,26370488,0,"I've been using a variant of this example https://github.com/trek/ember-todos-with-build-tools-tests-and-other-modern-conveniences, you can then link the output .js file in you index.html"
colymba,1979553,26387692,0,"super calls the same function on the parent class. when extending Ember.View it doesn't really matter, but if you were extending a View which has its own didInsertElement hook, you'll have to call super for it to be executed too."
Ilmari Karonen,411022,26312046,0,"That's not really a self-contained example (it doesn't demonstrate the problem on its own), but thanks, I think I can guess what your problem is now.  Let me just type up an answer..."
colymba,1979553,26422516,0,Have you looked at http://stackoverflow.com/questions/8853396/logical-operator-in-a-handlebars-js-if-conditional/9405113#9405113 there're quite a few examples to write custom conditions helpers. Also *index* is available via `@index`
colymba,1979553,26819295,0,"cool, glad it worked. updated the answer fixing `validate()` to also return its parent, thanks for pointing it out."
colymba,1979553,26902529,0,"not sure... I usually seen the 'Forbidden' message when trying to access an action which is not explicitly defined in a `allowed_actions`. Can you post a link to a Gist with your code in, so I can try and test it on my side?"
colymba,1979553,26918773,0,"thx for the code, did some digging and it seems to be a SilverStripe bug. Basically if the Upload/Validation returns any error the server respond with 403 Forbidden code. A quick fix is to comment out line 1226 of UploadField.php `if(!empty($return['error'])) $response->setStatusCode(403);`. This will need more work and probably a PR though..."
colymba,1979553,26926818,0,Pull Request submitted if you want to track when this is fixed https://github.com/silverstripe/silverstripe-framework/pull/2344
colymba,1979553,27215888,0,I don't get it.
Kayaman,2541560,26297577,0,"In a web application or in general? In a web application one wouldn't generally even try to add multithreading code, due to the nature of webapps."
auramo,4110,26846846,0,Got it working with the version mentioned in my previous comment: https://github.com/dropbox/dropbox-js/issues/106#issuecomment-22827628. The secret was to add the InAppBrowser plugin with this command: cordova plugin add https://git-wip-us.apache.org/repos/asf/cordova-plugin-inappbrowser.git
Esailija,995876,26499497,0,"This is hotlink protection, not general protection"
auramo,4110,26478113,0,The master version seems to have the same problem: https://github.com/dropbox/dropbox-js/issues/106#issuecomment-22203159
eis,365237,26856460,0,"@JBNizet that's an answer, really"
James Elderfield,1488801,26987325,0,"The code would depend on the form of your matrix. If it's just a matrix of numbers I, personally, would output to a csv format and then use the read.csv() function to load it back in. What is each element in the matrix?"
eis,365237,26511733,0,@user2660389 this means you have a similar issue of missing libraries. This time you're missing jettison library. You can search for missing libraries [like this](http://mavenhub.com/c/org/codehaus/jettison/mapped/typeconverter/jar)
eis,365237,26513068,0,"action attribute is required for HTML to be valid. However, it can be empty, so form will post to itself. Also, `<?` usually only works if shorttags are enabled - `<?php` is the standard way (and yes I know about php 5.4... )"
James Elderfield,1488801,26986186,0,@HWende High five to you too!
eis,365237,26651093,0,what is your DB connection charset? and database charset?
Luís Ramalho,848250,26378420,0,"Yeah, I wasn't sure which records you wanted to order. Sorry about that, but glad you figured it out."
Luís Ramalho,848250,26378396,0,"Great Andrey! Please accept my answer if it helped you, any other questions you should open a new question. Thank you"
eis,365237,26653538,0,You should add it as an answer and mark that as accepted.
eis,365237,26677409,0,"""i am calling from contact.jsp like Home"" - could you elaborate this? what do you mean?"
eis,365237,26678981,0,duplicate of http://stackoverflow.com/questions/13400075/reflection-generic-get-field-value ?
Luís Ramalho,848250,26360780,0,Your `user_spec.rb` should end with 3 `end` keywords.
SAM,462720,27025833,0,"I need to take a closer look at CDI for this purpose when I have time to return to this. Thanks for the pointer, @TheArchitect. I'll confirm it once I've had the opportunity to test it in practice."
SAM,462720,26894513,0,@DataNucleus Thank you very much for your time and expert opinion.
SAM,462720,26883512,0,"@MuhammadGelbana, thanks. I did scan through it, but this is also a general question. In some cases the access platform would work for me, but I have other cases where I need more manual control. Perhaps the answer I'm looking for is somewhere in the sources. I will continue researching as soon as I can spend some more time on this, but for now I have to continue with JPA. Meanwhile, if someone already has the answer that would save time for all of us."
eis,365237,26728175,0,"nevermind, my bad."
eis,365237,26739516,0,I don't see any messages about the deployment of the app. what happened when you tried to deploy it?
eis,365237,26756108,0,"@CKLee again, depends on your use case. You should use mvn release:branch if it fits your usage scenario (see manual entry [here](http://maven.apache.org/maven-release/maven-release-plugin/examples/branch.html). In reality there might be cases that you might want to branch off some specific tag in the past and I've myself done it ""manually"" then."
eis,365237,26502752,0,"@user2660389 if this solved the error in this question, you should accept this answer and if you still need help, open a thread for that other error (or search for it)"
eis,365237,26489306,0,"I didn't downvote, but you could refer to actual spec for proof. JSONString is valid, which can be seen from ""15.12.1.2 The JSON Syntactic Grammar"" at [ECMA standard](http://www.ecma-international.org/publications/files/ECMA-ST/Ecma-262.pdf)"
eis,365237,26498287,0,"@mael by ""external"" I'm assuming it is out of his control. If he has access to that servlet or domain, then yes, you are correct."
eis,365237,26417331,0,"grep is just for extracting the information, nothing prevents using windows methods for that instead. windows has ""find"", and you can install grep there, too. But you should be able to see the information even without it, see my answer."
eis,365237,26396279,0,@user2642814 Checking for iframes cannot be realiably done with PHP. You can only check for http_referer but that's very unreliable.
eis,365237,26396377,0,@user2642814 I modified my answer and added a link if you want to explore http_referer way of doing it.
eis,365237,26396674,0,"Well, it cannot be reliably done. You can hack something with http referer check but it will only work in some use cases and some browsers."
eis,365237,26397098,0,"You could accept the answer, if you feel this has answered your question."
James Elderfield,1488801,27023622,0,The example I linked to will get you to understand the basics of OpenGL in Qt. Apart from that you can read normal OpenGL tutorials (ignoring talk of GLUT which is just another windowing system) - such as http://www.opengl-tutorial.org/ or http://lazyfoo.net/tutorials/OpenGL/.
eis,365237,26414293,0,so iframe src is https. is your main page https? is the page you're trying to frame your own? is it on the same domain? does it send x-frame headers?
eis,365237,26417136,0,"can you see view info, including uuid, with `cleartool desc -l vob:<vob_tag> | grep ""view_name""`?"
eis,365237,26316030,0,"@Envious look at the quality of your posting. Even if you would've been 10 seconds ahead, I don't think you would've got upvotes, since it is not easy to understand what you are trying to tell, code example is messy etc. Focus on quality, not speed."
eis,365237,26498019,0,"but that won't work so easily if the servlet is indeed an external servlet, in another domain. You'd need a proxy."
eis,365237,26316276,0,"By looking at your other posts, it seems you would benefit from reading these and trying to improve your postings based on those: http://msmvps.com/blogs/jon_skeet/archive/2009/02/17/answering-technical-questions-helpfully.aspx http://blog.stackoverflow.com/2010/10/asking-better-questions/ http://meta.stackexchange.com/questions/7656/how-do-i-write-a-good-answer-to-a-question http://stackoverflow.com/questions/how-to-answer - especially Jon Skeets blog post is a good read."
eis,365237,26441580,0,did you try connecting locally?
James Elderfield,1488801,27021829,0,Oh ok I didn't realise you intended to split them into different applications. Might be worth reading this http://stackoverflow.com/questions/5839132/c-how-to-make-two-programs-communicate or http://stackoverflow.com/questions/5181419/communication-between-applications
James Elderfield,1488801,26996114,0,Perhaps it could be as simple as writing some public functions into your GUI code which the logic could call at specific times to update it. As long as the function declarations do not change between implementations you could define them differently according to which GUI API you are using. Signals/Slots would be better but are obviously Qt-only.
eis,365237,26459254,0,"@MarkoTopolnik aren't you contradicting yourself? if equals will be called always, how could an equals check be eliminated?"
eis,365237,26459316,0,"the link contains the right answer, but you should put it directly to your answer. Basically we have hashCode method to support hash-based containers. Like it says there, ""Under ideal conditions, hash-based containers offer both efficient insertion and efficient retrieval; supporting hashing directly in the object model facilitates the development and use of hash-based containers""."
James Elderfield,1488801,26987678,0,Yes it is. http://astrostatistics.psu.edu/datasets/R/html/base/html/write.table.html for extra options you may or may not want.
eis,365237,26799588,0,"you need to bundle the required libraries with your app. However, I'm not sure which libraries would actually be JRE 1.1 compliant. JRE 1.1 is over 15 years old already."
Ilmari Karonen,411022,27138450,0,"You could follow the instructions at [this question's](http://stackoverflow.com/questions/7437177/force-openssls-rngs-to-return-a-repeatable-byte-sequence) answer, but just replace the libc `rand()`-based implementation with your AES-based PRNG. If you need specific help with that part, I'd recommend asking a separate question about it and describing what you've managed to do so far."
auramo,4110,26417769,0,"Great! I'll test the master version and if it doesn't work, at least I don't have to host and create the interactive https login page myself because you have created one already."
eis,365237,26863802,0,"@Boann ""java must have a way of knowing at which part the thread is actually doing its job. They use run method for that."" this is the reason I'm referring to - they need some kind of placeholder that's telling the implementer ""this is the place where you should put the workload on""."
eis,365237,27131995,0,"You are introducing a potential NPE on connect.close() there, you have to check for null. In addition, it is good practice to close statements, resultsets as well, in the reverse order that you obtain them, even if it is usually done automatically on closing of connection. Ignoring exceptions is not a good idea either."
eis,365237,27132236,0,"@ThomasW I don't think Kevin claimed there are multiple connection instances, he was just saying it's not closed. On closing the connection, other resources obtained from it should be freed as well, so I think it should fix the problem of statements piling up."
Ilmari Karonen,411022,27101707,0,"Your question seems to be off topic for Stack Overflow, since it's not primarily about programming. You might get better answers to it on our sister sites, http://security.stackechange.com/ or http://webmasters.stackexchange.com/. In fact, I wouldn't be surprised if someone had already asked the same question there before."
eis,365237,27146344,0,"this is actually what should be the accepted answer, IMHO."
eis,365237,27146369,0,"Np, glad it worked. It seems it's actually [documented](http://fi2.php.net/function.mail#40204) that qmail doesn't accept `\r\n`, only `\n`."
eis,365237,27149365,0,so what is your maven configuration (settings.xml)?
eis,365237,27152049,0,is `property` vs `propery` in your getter method also wrong code? could you actually provide a working example?
eis,365237,27181284,0,everything -> anything
eis,365237,27188737,0,"another idea: wire those processspecifics as separate classes, implementing their own interface."
Kallja,515029,26460241,0,It indeed is possible to instruct JAX-WS to inline the schema. See my answer above for how instructions on how to achieve that.
Kimmo Lehto,681520,27019014,0,"AWS works fine on Rails 2.3 and there's a fork that works on Rails 3, but there doesn't seem to be one for Rails 4. Anyways, I'd recommend wash_out instead of AWS, the project is still very much alive, unlike AWS and it's forks. AWS is also tied to the dead soap4r package."
Phesto Mwakyusa,1147622,27091483,0,the master file has thousands of these lines `code`SOURCE H:/uspto_db/mysql/2012/ipa120126/loadStatements.sql; `code` what I need is how to call only one master file and let the process call each source... sequentially until all is done.
M.Salomaa,1292978,26529364,0,You can return any view in getView method. Just return your custom view.
Ilmari Karonen,411022,26888604,0,I think there must be something wrong with your code; it's accessing elements of `res` before they're initialized.
Lauri,2318810,26969497,0,"Thanks, this does exactly what I needed. As a side note I use Bootstrap and there is already introduced 'hide' class, so it took some time to figure out why the solution did not work initially."
auramo,4110,26294680,0,Ran into this nasty CryptoJS bug: https://code.google.com/p/crypto-js/issues/detail?id=38&can=1&q=openssl%20base64 Spent ages banging my head to the wall. Accidentally Latin1 decode of the utf8 data produced the first few words correctly (unlike utf8 decoding which just crashed) and only then started to look weird. In the end I just had to remove newlines from the encrypted base64 data before decrypting and it started working. Whew.
auramo,4110,26353755,0,"Also got encryption working, fought ages for scandinavian characters (they got encoded wrong). This meta tag in my html fixed it: <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">. Also had to split encrypted base64 to 64 char lines so that openssl was able to read the output."
eis,365237,27125918,0,"what are you trying to do? write to a file, yes, but why are you using writeUTF method if you're writing 1's and 0's?"
eis,365237,27110916,0,"or through any other means, as the information is not present in bytecode."
